What is user process monitoring (upm) ?	validation activity verifying in the production environment that users are able to perform and control the processes supported by the system according to performance criteria.
What is aex ?	application expert.
What is ase ?	application support expert.
What is asu ?	application support user.
What is bqr ?	business quality representative.
What is capa ?	corrective action / preventive action.
What is cs ?	computerized system.
What is gxp ?	generic term used to designate all healthrelated regulations issued by government agencies. for example good manufacturing practices (gmp), good laboratory practices (glp), good distribution practices (gdp), good clinical practices (gcp), and pharmacovigilance (example adverse event reporting).
What is ipl ?	its project leader.
What is ise ?	infrastructure support expert.
What is its ?	information technology & solutions global function.
What is pm ?	project manager.
What is ptc ?	project technical coordinator.
What is puma ?	project unified methodology approach – name of project methodology used at sanofi to design, build and deliver computerized systems.
What is q&c ?	quality & compliance.
What is so ?	system owner.
What is upl ?	user project leader.
What is ur ?	user representative.
What is vex ?	validation expert.
What is computerized system lifecycle overview ?	the lifecycle of computerized systems involves three phases where validation activities are required. the project phase, the operation and maintenance phase, and the decommissioning phase. the project phase involves the initiation, requirements definition, design, build, acceptance, and release and deploy stages.
What is purpose of initiation stage ?	the purpose of the initiation stage is to formalize / refine the business scope and to define the initial project organization needed to fulfil the project request.
What is prerequisite of initiation stage ?	the prerequisite includes identification of system owner and business quality representative.
What is validation activity of initiation stage ?	the main validation deliverable of this phase is the system criticality assessment (sca) that is used to evaluate new or updated computerized systems to determine regulatory requirements and compliance risk levels, including gxp criticality level (critical, major, minor or nongxp). this deliverable relies upon a reasonably detailed system description (intended use) and the process which it supports. the gxp assessment portion of the sca will be used to determine the validation strategy and the deliverables that are required for the validation of the system.
What are prerequisites for requirements definition stage ?	the prerequisites require an approved system criticality assessment.
What are user requirements for requirements definition stage ?	the development of the user requirements is an early step in the validation of a computerized system. it defines expected system characteristics (independent of a technical solution) to support business processes including applicable regulatory requirements. each requirement will be uniquely identified to facilitate inclusion in the traceability matrix, clearly and unambiguously listed, testable and measurable.
What are vendor audit report for requirements definition stage ?	a vendor audit report is created to document the evaluation of the suppliers quality management system and as necessary the software development lifecycle (sdlc) dossier for the supplied solution. the decision to perform an audit is based on the riskbased approach as defined in gdsop014100. the vendor audit results, the confidence in its quality management system and the sdlc dossier allow to leverage the specification and verification activities as part of the validation effort. a quality agreement or equivalent must be established with the third party, including clear statement of the responsibilities of the third party, according to qoqs013976.
What are validation plan for requirements definition stage ?	a validation plan is created to formalize the rationale for the validation strategy (including global vs local activities when applicable), the validation scope and acceptance criteria, validation deliverables taking into account the criticality and the complexity of the system, applicable procedures, roles & responsibilities and the release strategy (including approaches to authorize deployment if applicable and use) applicable to the computerized system. if a validation strategy different than defined in this sop is to be followed, it must be specified, justified and approved in the validation plan.
What is purpose of design stage ?	the purpose of this stage is to complete a detailed set of specifications for the selected solution, from a functional, technical and operational services view point. 
What are prerequisites for design stage ?	the prerequisites include approved user requirements, approved functional specification, and a documented mapping of user requirements to functional specifications (traceability matrix).
What are validation activities for design stage ?	during this phase the functional specifications, detailed specifications and architecture specifications are created and approved to describe the functional and technical requirements needed to meet the user requirements. each specification must be uniquely identified to facilitate inclusion in the traceability matrix, clearly and unambiguously listed, testable and measurable. the design review is conducted by initiating the traceability matrix to ensure that user requirements are addressed by the specifications and any gaps are identified and justified or addressed. unresolved gaps are then handled as deviations in conformity certificate, authorization for use, or validation report.
What is functional risk assessment in design stage ?	a detailed functional risk assessment is performed to ensure a risk based approach to validation. for each key functionality or coherent group of functions of the system, a risk assessment, relying on the initiated traceability matrix, is performed to determine the gxp relevance, the business and gxp failure consequence, the potential consequences of erroneous or incorrectly entered data and impact on data integrity. the traceability matrix is used to help assess the gxp failure consequence by understanding the linkage between the user requirement and the functionality. the results are used to determine the appropriate level of testing.
What is test strategy in design stage ?	a strategy for testing must be developed for all systems. the test strategy document formalizes the strategy for all test activities including installation qualification, system integration testing, and user acceptance testing. for each test type the following topics are addressed applicability (justified when not applicable), environment(s) that will be used for the testing, responsibilities, prerequisites, the documentation required and a summary of the test coverage. the test coverage must be based on the gxp criticality and business failure consequence. the test strategy can be documented either in the validation plan or in a dedicated test strategy document (this decision must be documented in the validation plan) and must be based on the functional risk assessment.
What is installation qualification (iq) design in design stage ?	based on the testing strategy, the installation qualification (iq) design is created describing the hardware and software components to be qualified taking into account the component failure impact on system availability / data integrity, the target environments to be qualified, the required evidence and the acceptance criteria. the applicable installation procedures and iq forms are also identified and initiated, if not already available. at a minimum, the installation qualification must be performed for the test and production environments.
What is system retirement plan in design stage ?	a system retirement plan is created, if the new system replaces an existing system. it is approved before execution, completed and then approved after execution.
What are data migration plan in design stage ?	a data migration plan must be created only if legacy data has to be moved from an existing system to the new system. the purpose of data migration plan is to describe the processes that will be used for migrating data from the current system to the target system and to explain how to check and ensure the integrity of the migrated data (the qualification of the migration tools can be leveraged to reduce the effort of manual data verification by the users).
What is technical recovery plan (trp) in design stage ?	a technical recovery plan (trp) is created if recovery requirements are included in the user requirement specification. the trp describes the recovery procedure and supporting details required at the time of disaster for effective recovery. the trp must be tested and approved before system acceptance, to ensure it is valid, accurate and ready to be used in case of required recovery during system operation and maintenance phase.
What is purpose of build stage ?	the purpose of the build stage is to develop the solution and verify that it meets the specifications, and to prepare the solution components, associated procedures, training and acceptance testing.
What is code review in build stage ?	during this phase, a code review is performed for critical gxp functions of the application, which are custom developed. it is performed by a qualified person other than the developer. the objective of the code review is to verify that coding standards have been followed, and to identify corrective action plans.
What is installation qualification (iq) report in build stage ?	the installation qualification (iq) report for the test environment is created and approved to summarize the installation following approved installation procedures identified in the iq design. installation qualification is performed in order to ensure that hardware and software components are installed according to specifications and that the required documentation is available. preapproved iq forms are executed for each component identified in the scope to verify successful installation and to identify deviations. the iq report summarizes the results of iq activities and corrective action plans, as needed. as soon as the test environment is qualified, any changes must be managed under a formal change management process.
What is system integration test design in build stage ?	based on the test strategy defined in the validation plan, the system integration test design can be used to leverage the validation effort provided that it is performed in a qualified environment according to approved system integration test case(s). upon completion of the system integration testing, a system integration test report is created and approved summarizing the results of the testing and corrective action plans, as needed.
What is user acceptance test (uat) design in build stage ?	the user acceptance test (uat) design is created in accordance with the testing strategy describing the testing to be implemented to ensure the system is compliant with specifications and user requirements. user acceptance testing is performed in a qualified environment according to approved user acceptance test case(s). the user acceptance tests cases are used to check that application functionalities are operational and conform to the specifications. test cases may verify business processes or functions, interfaces, data migration (ensuring data integrity), access processes and performance criteria specific to the system (example disconnection, attempted access, structure of passwords), etc user acceptance test cases prove that the acceptance criteria and objectives of tests defined in the user acceptance test design are met. user acceptance test cases describe the acceptance criteria and objectives of tests to achieve, all the steps to be performed, the expected result and the result obtained for each step together with the conclusion. automated testing tools may be used as far as these are qualified. the associated test report must be verified, approved and retained as per manual testing documentation.
What is training in build stage  ?	users and personnel involved in operation, administration and maintenance of the system must be trained on the appropriate operational procedures. the training strategy must be documented in a separate training plan document or in the validation plan. training materials and user guides must be available. training evidence (example attendance sheets, certificates, quizzes, etc) must be retained.
What is purpose of acceptance stage ?	the purpose of the acceptance stage is to obtain system acceptance, ensure production readiness and obtain a go decision to perform transition to production for a given version.
What is user acceptance test report in acceptance stage ?	during this stage, the user acceptance testing is performed by user representative(s) to verify that the software operates according to user requirements. it is performed in a qualified environment according to an approved user acceptance test design and preapproved user acceptance test cases(s). test results must be documented (print screens, printouts, etc) for the steps of tests demonstrating the achievement of the objectives of tests / acceptance criteria. upon completion, the user acceptance test report is created and approved summarizing the results of the testing and corrective action plans, as needed.
What is traceability matrix in acceptance stage ?	the traceability matrix is developed throughout the project to document user requirements traceability through testing. this traceability is verified during test review which includes verification of coverage and test level as defined in the functional risk assessment. a final check is made to ensure testing of requirements and the document approval is obtained. unresolved gaps are then handled as deviations in the appropriate conformity certificate, authorization for use, or validation report.
What is conformity certificate in acceptance stage ?	for global computerized systems with configuration specific to entities or manufacturing sites and requiring multiple local deployments, a conformity certificate may be required, as specified in the validation plan. when required, the conformity certificate is created and approved by the global team to verify the completion of the validation activities, deliverables and procedures up to and including user acceptance. it summarizes all resolved and unresolved deviations. unresolved deviations must include corrective action plans and justifications. an overall conformity decision (authorized, authorized under conditions or not authorized) is also made. the conformity certificate is used to authorize the deployment into the production environment and other next steps (example site or entity specific activities, data migration, user access creation, etc) as defined in the validation plan. further validation activities may be approved by entity or site specific team members.
What is installation qualification (iq) report in acceptance stage ?	the installation qualification (iq) report for the production environment is created and approved to summarize that hardware and software components are installed according to specifications and that the required documentation is available. preapproved iq forms are executed for each component identified in the scope. the iq report summarizes the results of iq activities and corrective action plans, as needed.
What are data migration report in acceptance stage ?	when legacy data is to be migrated, the data migration plan is executed and verifications are performed. if applicable, a data migration report is created to summarize the completion of the migration activities. it designates the verification results, deviations found and errors generated during the migration process and corrective action plans, if not resolved.
What is authorization for use in acceptance stage ?	an authorization for use is created and approved to verify the completion of the validation activities, deliverables and procedures identified in the validation plan prior to production use of the system. it summarizes all resolved and unresolved deviations and also includes the following checks verification of user training, user accesses, enduser procedures (covering system administration and use), data migration (as applicable), restoration test performed, performance monitoring job scheduled, its computerized systems inventory update, support and maintenance organization readiness (support groups defined) as well as operational documentation readiness (application and infrastructure operation manuals available).
What are validation activities in acceptance stage  ?	if all deviations are adequately resolved, then an overall conformity decision can be made to authorize for use and then release the system for use. if there are any unresolved minor deviations, then an overall conformity decision can be made to authorized for use under condition. if there are any unresolved critical or major deviations with no workaround the system cannot be authorized for use under any condition. therefore, in the case of critical or major deviations with no workaround, the authorization for use form can be signed as not authorized. once deviations are addressed, then a new version of authorization for use must be issued and signed. if any unresolved deviations exist with workarounds, the associated corrective action plans and justifications of why these will not affect the validated status of the computerized system must be provided. then the decision can be made to authorized for use under condition. the resolution of the deviations must be documented in the validation report. this includes a summary of the performed changes. if a conformity certificate was created previously, it must be referenced in the authorization for use document.
What is purpose of release and deploy stage ?	the purpose of the release and deploy stage is to release into production and deploy a solution that supports associated business processes and is services. in addition to manage and support the post golive period including project closeout. during this phase, the following activities may occur according to the validation plan.
What is user process monitoring in release and deploy stage ?	it monitors how well the system performance supports the business process after the rollout and during a given period of time, or agreed number of data generated, through specific indictors, acceptance criteria, and/or tests. the necessity to perform a user process monitoring is driven by the impact of the system implementation on the business organization and/or processes (critical operations automated). the decision to perform it is documented in the validation plan and the results of the user process monitoring are reported in the validation report with any deviations found and their corrective actions, as needed. 
What is system retirement plan in release and deploy stage ?	the approved system retirement plan (for legacy systems) is executed and the results are approved.
What is validation report in release and deploy stage ?	the validation report is created and approved to verify the completion of all validation activities as defined in the validation plan and the resolution of all deviations. the validation report may point to the conformity certificate and/or the authorization for use if previously created. if not then the validation report must contain the content of the conformity certificate and/or the authorization for use as specified in this procedure. any deviation remaining open in the validation report must be tracked under the its capa management process or its change management process. when all deviations are closed, an update of the validation report must be issued and approved.
What is deviation management ?	at the issuance of last validation deliverable gathering and assessing deviations (that is conformity certificate, authorization for use or validation report) required according to strategy, if deviations remain open with action plans defined, these action plans must be tracked under the its change management process if the resolution of the deviation requires functional modification of the computerized system, and the its capa management process in any other cases.
What are leverage suppliers specification and verification activities ?	the specification & verification (or testing) activities and documentation supplied by the vendor can be leveraged as part of the validation effort during the project phase and associated stages. the decision to rely on as well as the level of controls on suppliers specification & verification activities and documentation must be based on the confidence with the suppliers quality management system and the software development lifecycle dossier (as per audit results). the rules, including responsibilities and controls, for leveraging suppliers specification & verification activities and documentation must be defined in the quality agreement or the validation plan. the defined rules must allow to ensure the completion, accuracy and reliability of validation deliverables in accordance with this procedure.
What is effect of system type (global / local), architecture and hosting on validation strategy ?	the validation activities across the various project stages are carried out at global level or local level depending on the computerized system type (global or local), the computerized system architecture and hosting (centralized or distributed), and the degree of specific configuration addressing local requirements.in the context of implementation of global computerized systems with specific configuration addressing local requirements, the validation plan issued at global level must define the need, the scope, the extent and the responsibilities for local validation activities during local deployment. the validation strategy designed at local level for a given deployment must comply with the strategy specified in the global validation plan for the local deployments
What is effect of iterative project approach on validation strategy ?	the project phases described in this procedure follow a sequential project approach that allows to implement a computerized system addressing all the user requirements through a single release. nevertheless, an iterative project approach (example agile) with multiple releases can also be used to implement gxp computerized systems provided that the following principles are followed. for each iteration, involve quality representatives (its or business) on specification and testing activities in accordance with this procedure. user requirements and system specifications are maintained upto date across all iterations. testing activities covering gxp risks are executed in a controlled environment corresponding to a user requirements and system specifications baseline and according to preapproved test design and test cases. evidence of nonregression between the various iterations is provided to ensure that test results of each iteration remain valid. the choice to move forward with an iterative project approach must be a project team decision and documented in the validation plan defining specific roles and responsibilities and how each iteration will be managed from specification to release.
What is operation and maintenance phase ?	the operation and maintenance phase starts after golive and will continue until the system is decommissioned. the objective of the operation and maintenance activities is to ensure that the computerized systems remain in validated status. therefore, the processes listed hereafter as well as the associated roles and responsibilities must be described in procedures.when global its procedures are defined to support the execution of the processes required for operation and maintenance phase, they must apply to all gxp computerized systems supported and managed by its.
What are responsibilities of operation & maintenance team ?	the operation & maintenance team is responsible for implementing, maintaining and applying the following procedures access rights management and monitoring, training, change management, periodic review, backup and restore, and business continuity.
What are access rights management and monitoring ?	the system access must be limited to authorized and trained individuals and periodically monitored and must include record of creation, change, and cancellation of access authorizations. 
What is training ?	training must be provided to users and training records maintained. incident management  the business system owner and/or key users must declare all incidents related to the computerized system. they must be recorded, investigated and according to defined criteria escalated to the problem management process or the quality risk management process.
What is change management  ?	modification to a computerized system must be managed via a formal review and approval process. as a result of these changes, system lifecycle and validation deliverables must be updated to reflect the current state and use of the system. it is about all the documents describing the business requirements (user requirements), the computerized system (functional specifications, detailed specifications and architecture specification…) and allowing demonstrated adherence to user requirements through a risk based approach (system criticality, functional risk assessment, traceability matrix, test cases…). as necessary created to deal with the specific validation strategy associated to the change (validation plan, new test cases, validation report…) – the validation report must list all the deviations applicable to the system since previous versions.
What is periodic review ?	they must be performed to ensure the system is monitored to demonstrate that it is still operating properly and in a validated state.
What is backup and restore ?	backups must be periodically performed and tested to ensure successful recovery of data after a system failure.
What is business continuity ?	based on risk and needs, procedures including disaster recovery plan (drp) may be required to ensure business operation during a computerized system failure. maintenance and monitoring must be in place to ensure proper functioning of the computerized system according to its intended use and to secure the system and the gxp data it manages. 
What is decommissioning phase ?	decommissioning is performed to retire the system that is no longer used and to ensure archiving of gxp data for their retention period. the preapproved system retirement plan issued in the context of the project phase for the deployment of a new system is executed, documented and approved after the retirement activities are performed.
What are records management ?	all deliverables (example documents, supporting evidence of activities execution) issued from validation activities are gxp records and must be managed according to the global procedure gdsop014183 its project and application records management.
What are responsibilities of system owner (so) ?	the system owner (also known as business system owner) is a manager or manager representative of the organization owning the business process supported by the system in production.the so provides support teams with functional and crossfunctional process information to support and maintain the application integrity and quality.the so has the ultimate responsibility for ensuring the gxp compliance of the system and associated data.when validation deviations remain open and workarounds impacting business process are implemented to move forward within the computerized system lifecycle (that is move to production or release for use), he is accountable for the proper gxp impact assessment and documentation of those workarounds.the so is from the global function or gbu owning the system.
What are responsibilities of project manager (pm) ?	the project manager is responsible for managing the project and delivering on time, within the budget a solution that meets user requirements. he is responsible for managing the compliance of the system with the predefined requirements.
What are responsibilities of its project leader (ipl) ?	the its project leader is responsible for defining, building, delivering and maintaining a reliable solution that meets defined user requirements.
What are responsibilities of project technical coordinator (ptc) ?	the project technical coordinator is responsible for infrastructure related expertise, analyzing and implementing technical components and coordinating the various organizations that are involved throughout the entire system life cycle.
What are responsibilities of application expert (aex) ?	the application expert participates in the analysis, specification and selection of application components and their integration into the defined architecture in the build of the application solution that fulfills the user requirements.
What are responsibilities of user project leader (upl) ?	the user project leader is responsible for defining user requirements, organizing training, organizing and ensuring user acceptance testing and deployment of the solution from a user perspective.
What are responsibilities of user representative (ur) ?	the user project leader is responsible for defining user requirements, organizing training, organizing and ensuring user acceptance testing and deployment of the solution from a user perspective.
What are responsibilities of user representative (ur) ?	the user representative represents the entity for which the system is delivered and that operates at least one of its functions. the ur participates in providing his/her business expertise, user requirements definition, to the user acceptance testing preparation as well as their execution.
What are responsibilities of application support expert (ase) ?	the application support expert is responsible for level 23 support from the is application side and acts as the subject matter expert. the ase manages the changes in the computerized system from the is application side and is part of the operation & maintenance team(equivalent to ipl/aex from project phase).
What are responsibilities of infrastructure support expert (ise) ?	the infrastructure support expert is responsible for level 23 support from the infrastructure side and coordinates with the appropriate infrastructure subject matter experts.the ise manages the changes in the computerized system from the infrastructure side and is part of the operation & maintenance team (equivalent to ptc from project phase).
What are responsibilities of application support user (asu) ?	the application support user represents the users of the application to ensure the proper use of the application and is in charge of level 23 support from the user side.the asu manages the changes occurred on the application, provides training, performs administration and is part of the operation & maintenance team (equivalent to upl from project phase).
What are quality roles ?	in the context of local validation activities, (that is the local deployment of a global computerized system or the implementation of a local computerized system), the quality roles bqr and vex can be merged as appropriate to ensure the proximity of quality support with the execution of the validation activities and to optimize the ways of working.
What are responsibilities of business quality representative (bqr) ?	the business quality representative ensures that the quality requirements related to business processes are addressed by the project / system in compliance with applicable gxp and health related regulations. the bqr provides regulations expertise along the project & system lifecycle.the bqr role can be handled either by an operational or site quality representative, or a global quality representative.
What are responsibilities of validation expert (vex) ?	the validation expert provides expertise and guidance to ensure that the computerized system is implemented, maintained and supported in compliance with applicable regulations that apply to its processes.the vex provides computerized system validation expertise along project & system lifecycle.vex also coordinates the risk assessment and ensures execution of validation activities based on assessed risk and in compliance with the methodology.for global validation activities, the vex role is ensured by its quality and compliance representative.for local validation activities, the vex role is typically ensured by local quality, but may alternatively be assumed by its q&c per agreement between its q&c and the affected operational quality unit.
What are infrastructure qualification activities ?	for infrastructure component delivered by its in ngdc or global cloud/saas, and delivered and maintained by its in local infrastructure, the infrastructure qualification activities are conducted globally and supported by its q&c as vex. a global qualification package is delivered and maintained through the entire infrastructure component lifecycle.for infrastructure component not delivered by its in local infrastructure, there is no its or its q&c involvement.
What are validation activities for global configuration ?	for global system with centralized hosting (ngdc or cloud/saas), all validation activities are conducted globally and supported by its q&c as vex, and business quality as bqr. a global validation package is delivered and maintained through the entire cs lifecycle.not applicable for global system with distributed hosting, and local system.
What are validation activities for global and local configuration for global system with centralized hosting ?	for global system with centralized hosting (ngdc or cloud/saas), the global validation activities are complemented by local validation activities to address local configuration impacts. the global validation activities are conducted globally and supported by its q&c as vex, and business quality as bqr.the local validation activities conducted at local level must be limited, and are supported by local quality as vex (or its q&c as vex in specific case of agreement with local quality to ensure this role), and local quality as bqr.the required minimum local validation activities are specified in the global validation strategy, all or part of local user requirements to complement global user requirements, local validation plan, local functional risk analysis and traceability matrix, local testing on local configuration, local data migration plan and report, local authorization for use, and local validation report.if the vex role is assumed by local/site quality, an its q&c representative can be involved in these local validation actions to provide assistance to the local project team to apply this procedure and to apply the validation strategy defined within the global validation plan for local deployments.during the lifecycle, local impact analysis of changes & releases and quality events, and local part of periodic reviews and retirement plan.the full validation package consists in a global validation package complemented with all the local validation packages.the global and local validation packages are maintained through the entire cs lifecycle.
What are validation activities for global and local configuration for global system with distributed hosting ?	for global system with distributed hosting, the global validation activities are complemented by local validation activities to address local configuration impacts as well as local installation. the global validation activities are conducted globally and supported by its q&c as vex, and business quality as bqr. the local validation activities conducted at local level must be limited, and are supported by local quality as vex (or its q&c as vex in specific case of agreement with local quality to ensure this role), and local quality as bqr.the required minimum local validation activities are specified in the global validation strategy, all or part of local user requirements to complement global user requirements, local validation plan, local functional risk analysis and traceability matrix, local installation qualification on business application local components and configuration, local testing on local configuration, local data migration plan and report, local authorization for use, and local validation report. if the vex role is assumed by local/site quality, an its q&c representative can be involved in these local validation actions to provide assistance to the local project team to apply this procedure and to apply the validation strategy defined within the global validation plan for local deployments.during the lifecycle, local impact analysis of changes & releases and quality events, and local part of periodic reviews and retirement plan.the full validation package consists in a global validation package complemented with all the local validation packages.the global and local validation packages are maintained through the entire cs lifecycle.
What are validation activities for global and local configuration for local system  ?	for the local system, all the validation activities are conducted locally and supported by local quality as vex (or its q&c as vex in specific case of agreement with local quality to ensure this role), and local quality as bqr. a local validation package is delivered and maintained. in the context of systems supported and managed by its, the its validation process applies. if the vex role is assumed by local/site quality, an its q&c representative can support the local project team to ensure that all validation deliverables are provided according this procedure.
